Keyword,VendorCode,VendorName,Email To,Email CC,MC ,Buyer
,11699,VIETNAM KAIHATSU SERVICE TRADING PRODUCTION COMPANY LIMITED,Contact@kaihatsu-vn.com;Dev@kaihatsu-vn.com;Khsphongsanxuat@gmail.com;ketoan@kaihatsu-vn.com;khsphongsanxuat@gmail.com;qa-qc@kaihatsu-vn.com,ThienAn.Phan@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThienAn.Phan@ttigroup.com.vn,"TVN524979, Phan Thien An (VN.OP-SC)"
,11421,VIETNAM POWDER METALL JOINT STOCK COMPANY,tamnt@powdermetal.com.vn; kimngan0905@gmail.com,BaoYen.Lam@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;NgocTuyen.Le@ttigroup.com.vn,BaoYen.Lam@ttigroup.com.vn;NgocTuyen.Le@ttigroup.com.vn,"TVN536636, Lam Bao Yen (VN.OP-SC)"
,11623,VIETNAM ROTONG ELECTRO-MECHANICS COMPANY LIMITED,Zhanglu@cnrotong.com; liwei@cnrotong.com; fukeyu@cnrotong.com;xyl@cnrotong.com;ltrss@cnrotong.com; zhaojunjun@cnrotong.com; vnryh@cnrotong.com; hls@roshowgroup.com;,ThiMai.Le@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiMai.Le@ttigroup.com.vn,"TVN514082, Le Thi Mai (VN.OP-SUC)"
,9879,VIETNAM LIHUA AUTOMATIC TECHNOLOGY COMPANY LIMITED,lihuatech@foxmail.com; lihuavietnam@gmail.com; lihuatech1@163.com; zmq7@sina.com; tangruiling@cqlh.com.cn; vietnamlihua@gmail.com; lihuatech02@163.com; lihuatuky01@gmail.com; zhangmaoqiang@cqlh.com.cn; luodailing0213@163.com; hientk09@gmail.com; huyueqian@cqlh.com.cn,ThiThanhMai.Vo@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiThanhMai.Vo@ttigroup.com.vn,"TVN536662, Vo Thi Thanh Mai (VN.OP-SC)"
,13316,VIETNAM SHANGHU ELECTRONICS COMPANY LIMITED,sh_steven@126.com; hoangtam.k6.tcnh@gmail.com;,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ChiQuocHung.Le@ttigroup.com.vn,ChiQuocHung.Le@ttigroup.com.vn,"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"
,9394,VUONG DOANH COMPANY LIMITED,gavin@wangying.in; ananly01987@gmail.com; wangying20160314@163.com; yl.lui@wangying.in; ly2024.lam@gmail.com; diemthuybui7645@gmail.com; lehongvamuctieu@gmail.com;gendanvuongdoanh5@gmail.com,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,10253,WAYBA INTERNATIONAL LIMITED,yongyongvn01@gmail.com; yongyongvn03@gmail.com;,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,AnhThu.Nguyen1@ttigroup.com.vn,"TVN621316, Nguyen Anh Thu (VN.OP-SUC)"
,11007,"VN EAGLE MECHANICAL AND ELECTRONIC CO.,LTD",eaglesh@yeah.net; eaglevn@yeah.net; nguyenhoankt1991@gmail.com;eagle2020vn@gmail.com,HoMinhAnh.Vu@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,HoMinhAnh.Vu@ttigroup.com.vn,"TVN551766, Vu Ho Minh Anh (VN.OP-PMC)"
,10861,"WEIDA (VIETNAM) MANUFACTURING CO.,LTD",ally@shbaicheng.com.cn; sales10@shbaicheng.com.cn;sales12@shbaicheng.com.cn; hsl@weidapeacock.com; amy@weidapeacock.com; ruanshihua@shbaicheng.com.cn; fgx@weidapeacock.com; luna@weidapeacock.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ChiQuocHung.Le@ttigroup.com.vn,ChiQuocHung.Le@ttigroup.com.vn,"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"
,,"VINA TAN PHU CO.,LTD",hao@hml.vn;nguyenhoang0619@gmail.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ThiThuyDuong.Bui@ttigroup.com.vn,ThiThuyDuong.Bui@ttigroup.com.vn,"TVN525403, Bui Thi Thuy Duong (VN.OP-SC)"
,12135,WEI HUI DA (VIET NAM) CHEMICAL COMPANY LIMITED,amos@whdsolder.com;whd@whdsolder.com;whdhg@126.com;whdhgvn@126.com,ThienAn.Phan@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThienAn.Phan@ttigroup.com.vn,"TVN524979, Phan Thien An (VN.OP-SC)"
,11338,YONG FENG HARDWARE (VIETNAM) COMPANY LIMITED,yfvn004 <yfvn004@yongfenghw.com>; yfvn001 <yfvn001@yongfenghw.com>; yfvn010 <yfvn010@yongfenghw.com>; yfvn011 <yfvn011@yongfenghw.com>; YFVN020@YONGFENGHW.COM,HoMinhAnh.Vu@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,HoMinhAnh.Vu@ttigroup.com.vn,"TVN551766, Vu Ho Minh Anh (VN.OP-PMC)"
,10056,ZHIAO VIET NAM COMPANY LIMITED,lhy2008zh@vip.126.com;donna@zhiaovn.com; paul@zhiaovn.com;jocasta@zhiaovn.com;13826499885@163.com;alissa@zhiaovn.com;575760701@qq.com,VanDuc.Nguyen1@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,VanDuc.Nguyen1@ttigroup.com.vn,"TVN622655, Nguyen Van Duc (VN.OP-SUC)"
,12617,ZHAOLONG INDUSTRY (VN) COMPANY LIMITED,15957302555@163.com;carlos.huang@zhaolongtech.com;kinhdoanh@zhaolongtech.com;luo.s.j@zhaolongtech.com;thiphung957@gmail.com,ThienAn.Phan@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThienAn.Phan@ttigroup.com.vn,"TVN524979, Phan Thien An (VN.OP-SC)"
,12504,WONDERWARD TECHNOLOGY (HONG KONG) LIMITED,pmc-vn@wonder-ace.com;pmc-vn@wonder-ace.comp;pmc01@wonder-ace.com;qua01@wonder-ace.com;sales-vn@wonder-ace.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ChiQuocHung.Le@ttigroup.com.vn,ChiQuocHung.Le@ttigroup.com.vn,"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"
,12259,YU XIN VIET NAM COMPANY LIMITED,sales@shanyuan.hk; han@chinayuxin.cn; kina@chinayuxin.cn;ming@shanyuan.hk;,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ChiQuocHung.Le@ttigroup.com.vn,ChiQuocHung.Le@ttigroup.com.vn,"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"
,9781,YAO-I VIETNAM COMPANY LIMITED,taoshuxian@yaoi.com.vn; yiv-sales@yaoi.com.vn;qingfang@yaoi.com.vn,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ChiQuocHung.Le@ttigroup.com.vn,ChiQuocHung.Le@ttigroup.com.vn,"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"
,12549,ZHENGBO UNIVERSAL COMPANY LIMITED,nam.tran@gwps-tech.com;lilly.yang@gwps-tech.com,Dang.Duong@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,Dang.Duong@ttigroup.com.vn,"TVN622650, Duong Nguyen Khanh Dang (VN.OP-SUC)"
,11714,"YACHUNBAGS CO., LIMITED",362452059@qq.com;jenny@yachunbags.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,AnhThu.Nguyen1@ttigroup.com.vn,"TVN621316, Nguyen Anh Thu (VN.OP-SUC)"
,9821,MYS (DONG NAI) PACKAGING TECHNOLOGY COMPANY LIMITED,Ruanhlw@szmys.com;ruanshihui@szmys.com,HoangMinh.Phan@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,HoangMinh.Phan@ttigroup.com.vn,"TVN547430, Phan Hoang Minh (VN.OP-PMC)"
,11334,ZHONGHENG VIET NAM MANUFACTURING COMPANY LIMITED,hymanufacture@126.com; zhonghengvietnam@gmail.com;yalixu@zhtankgroup.com; yanbaishun@zhtankgroup.com,VanDuc.Nguyen1@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,VanDuc.Nguyen1@ttigroup.com.vn,"TVN622655, Nguyen Van Duc (VN.OP-SUC)"
,11895,ZYD VIETNAM TECHNOLOGY COMPANY LIMITED,zyd888@vip.163.com;zyd99868@gmail.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,AnhThu.Nguyen1@ttigroup.com.vn,"TVN621316, Nguyen Anh Thu (VN.OP-SUC)"
,10346,"POWER BEST (VIETNAM) CO., LTD",purchasing_order_02@powerbest.com.vn;jim@well.com.tw;salespowerbest.pb@gmail.com;sales_203@powerbest.com.vn;sales_205@powerbest.com.vn;purchasing_order_02@powerbest.com.vn;jim@well.com.tw;salespowerbest.pb@gmail.com;sales_203@powerbest.com.vn;sales_205@powerbest.com.vn;purchasing_order_01@powerbest.com.vn,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,AnhThu.Nguyen1@ttigroup.com.vn,"TVN621316, Nguyen Anh Thu (VN.OP-SUC)"
,12223,CLOUD ADVANTAGE LIMITED,sales3@cloud-ck.com; sales5@cloud-ck.com; sales6@cloud-ck.com; chenkai8@ms43.hinet.net; kaixin@cn-kaixin.com; sales4@cloud-ck.com; sales2@cloud-ck.com; henry.wei@chenkai.com.tw,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,AnhThu.Nguyen1@ttigroup.com.vn,"TVN621316, Nguyen Anh Thu (VN.OP-SUC)"
,13315,ZHONGTONG INTERNATIONAL INVESTMENT COMPANY LIMITED,zyj@ycmpp.com;zq@ycmpp.com;zyyw@ycmpp.com;zhongyun-vn-02@ycmpp.com;zyjh@ycmpp.com; zhongyun-vn-02@ycmpp.com,NhatDoan.Nguyen@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,NhatDoan.Nguyen@ttigroup.com.vn,"TVN595846, Sol Nguyen Nhat Doan (VN.OP-PMC)"
,12860,"VIET NAM PUWOTE TECHNOLOGY CO.,LTD",moonjolie@puwote.com.vn;xnk01@puwote.com.vn;sp02@puwote.com.vn;xnk01@puwote.com.vn,Dang.Duong@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,Dang.Duong@ttigroup.com.vn,"TVN622650, Duong Nguyen Khanh Dang (VN.OP-SUC)"
,13329,JUNENG TECHNOLOGY (VIETNAM) COMPANY LIMITED,gsc@junengpm.cn; plf@junengpm.cn; jia@junengpm.cn; hui@junengpm.cn,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,AnhThu.Nguyen1@ttigroup.com.vn,"TVN621316, Nguyen Anh Thu (VN.OP-SUC)"
,12038,"JINGGUANG PLASTIC PRODUCTS DONG NAI VIETNAM CO., LTD",jgdn4803@cnjgsj.com; quynhgiao.vu@cnjgsj-vdn.com,KhanhTuong.To@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,KhanhTuong.To@ttigroup.com.vn,"TVN505802, To Khanh Tuong"
,11076,CONG TY TNHH CO KHI TONG HOP KIM LONG,nguyennghia@kimlongmechanical.com; lengocba@kimlongmechanical.com; ketoan@kimlongmechanical.com;,,KhanhTuong.To@ttigroup.com.vn,"TVN505802, To Khanh Tuong"
,12671,CARVE VIET NAM TECHNOLOGY COMPANY LIMITED,lengocphong@carve.com.vn; amanda@carve.com.vn; zhangdonghua@carve.com.cn; vnpmc@carve.com.vn;vn00450@carve.com.vn,HoMinhAnh.Vu@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn,HoMinhAnh.Vu@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn,"TVN551766, Vu Ho Minh Anh (VN.OP-PMC)"
,12528,MING SHING (HONG KONG) COMPANY LIMITED,d15016948266@163.com;pmc02@minhthaithang.com;zq_guo55@163.com;luoqi@mingking.com.cn ,NgocHuy.Mai@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,NgocHuy.Mai@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn,"TVN568025, Mai Ngoc Huy (VN.OP-PMC)"
,9830,YEUK TONE DEVELOPMENT LIMITED,acct02@yfplastic.com.vn;acct@YFPLASTIC.COM.VN;accthk@yfplastic.com.hk;atix.xian@yfplastic.com.vn;lily.li@yfplastic.com.hk;peggy.ho@yfplastic.com.hk;pmc03@yfplastic.com.vn;suhao@yfplastic.com.hk; pmc03@yfplastic.com.vn; anh.tran@yfplastic.com.vn; shipping01@yfplastic.com.vn,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ThiThuHien.Nguyen@ttigroup.com.vn,ThiThuHien.Nguyen@ttigroup.com.vn,"TVN482, Nguyen Thi Thu Hien"
,12125,CHAOJUN PRECISION VIETNAM COMPANY LIMITED,jkgch31@gearjk.com;jkywly@gearjk.com;lsp.ed@gearjk.com;vn.erdera@gearjk.com;vn.erderb@gearjk.com;vn.erdmra@gearjk.com;vn.erdpea@gearjk.com;vn.fdca@gearjk.com;vn.pmc.mail@gearjk.com;vn.pmc02@gearjk.com;vn.pmcda@gearjk.com;zisa@gearjk.com,NgocHuy.Mai@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,NgocHuy.Mai@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn,"TVN568025, Mai Ngoc Huy (VN.OP-PMC)"
,4508,MING HAO INDUSTRIAL LIMITED,accminghao@gmail.com;lsh@dgmingzeng.com;mhpmc001@dg-mingzhen.com;mhpmc006@dg-mingzhen.com;mkt@dgmingzeng.com;nancyjiang@dg-mingzhen.com;omz@dgmingzeng.com;pmc001@dg-mingzhen.com;sales001@dg-mingzhen.com;yncw01@gdrooman.com;yncw02@gdrooman.com;ynpz001@gdrooman.com; mhpmc@dg-mingzhen.com; mhpmc002@dg-mingzhen.com; mhpmc006@dg-mingzhen.com; mhpmc005@dg-mingzhen.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;Anh.Trinh@ttigroup.com.vn,Anh.Trinh@ttigroup.com.vn,"TVN637647, Trinh Hoang Kim Anh (VN.OP-SC-PMC)"
,9990,FUKAI TECHNOLOGY (SINGAPORE) PTE.LTD.,jane@mycmould.com,HoMinhAnh.Vu@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,HoMinhAnh.Vu@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn,"TVN551766, Vu Ho Minh Anh (VN.OP-PMC)"
,9800,"REDSUN INDUSTRIAL CO., LIMITED",PMC-04@redsun-vn.com; allen.xiao@redsunplastic.com; pmc-03@redsun-vn.com; yz.yan@redsunplastic.com,ThiThuHien.Nguyen@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiThuHien.Nguyen@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn,"TVN482, Nguyen Thi Thu Hien"
,9330,KIM DIEP MTV PRODUCTION TRADE PLASTICS COMPANY LIMITED,kimdiep@kimdiepvn.com;pmc001@kimdiepvn.com;pmc002@kimdiepvn.com;tranngocthuy@kimdiepvn.com; kimdiephoadon@gmail.com; huynhmaiduong0410@gmail.com,ThiHongDat.Le@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiHongDat.Le@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn,"TVN592868, Le Thi Hong Dat (VN.OP-PMC)"
,12350,GOOD MARK INDUSTRIAL VIETNAM COMPANY LIMITED,ad_vn@goodmark.com.cn;annie.l@goodmark.com.cn;britathibe.nguyen@goodmark.com.cn;cd_vn@goodmark.com.cn;chuang.yang@goodmark.com.cn;jinjing.xia@goodmark.com.cn;marco.c@goodmark.com.cn;pmc03_vn@goodmark.com.cn;sales03_vn@goodmark.com.cn;thuytien.pham@goodmark.com.cn;xianghai.kong@goodmark.com.cn;pmc05_vn@goodmark.com.cn,ThiThuHien.Nguyen@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiThuHien.Nguyen@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn,"TVN482, Nguyen Thi Thu Hien"
,10179,HK DESHENG INT'L LIMITED,ds-qc@deshengst.com;nguyenngothanhtuyen39@gmail.com;wilson-oy@deshengst.com;yewu06@deshengst.com;yewu1@deshengst.com; yewu06@deshengst.com; nguyenngothanhtuyen39@gmail.com; yewu08@deshengst.com; khanhkhanh1611tt@gmail.com,ThiHongDat.Le@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiHongDat.Le@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn,"TVN592868, Le Thi Hong Dat (VN.OP-PMC)"
,9286,"YU LONG PLASTICS VIET NAM CO., LTD",mark.hu@yulongplastics.com;pmc.y5@yulongplastics.com,MyDung.Bui@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,MyDung.Bui@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn,"TVN532993, Bui My Dung (VN.FC-SC)"
,9297,"TOAN THAI HUNG TRADING PRODUCTION CO., LTD",diemxk@toanthaihung.com;kimtoisx.tth@gmail.com;linhsx.tth@gmail.com;thuytrangkh.tth@gmail.com;tthexport.01@toanthaihung.com;tthpmc.01@toanthaihung.com;tthpmc.02@toanthaihung.com,Dang.Duong@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,Dang.Duong@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn,"TVN622650, Duong Nguyen Khanh Dang (VN.OP-SUC)"
,12286,JUNXIN VIET NAM COMPANY LIMITED,jxpmc01@yysansheng.com;jxyw01@yysansheng.com;zhiping.zhou@yysansheng.com,MyDung.Bui@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,MyDung.Bui@ttigroup.com.vn,"TVN532993, Bui My Dung (VN.FC-SC)"
,12724,"OFFICE GLOBAL CORPORATION CO., LTD","PMC-vn <PMC-vn@yudamould.com>;""pmc"" <pmc@yudamould.com>",ThiNguyet.Do02@ttigroup.com.vn;ThiThuHien.Nguyen@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThiThuHien.Nguyen@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn,"TVN482, Nguyen Thi Thu Hien"
,13354,PLATEL VINA COMPANY LIMITED,phuocskorean <phuocskorean@gmail.com>; nhuquynh.pq207@gmail.com,HoMinhAnh.Vu@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,HoMinhAnh.Vu@ttigroup.com.vn;MyDung.Bui@ttigroup.com.vn,"TVN551766, Vu Ho Minh Anh (VN.OP-PMC)"
,12727,JINHE ELECTRICAL AND PLASTIC MANUFACTURING COMPANY LIMITED,Lishanhong@jinhe-team.com;Wendy@jinhe-team.com;gina@jinhe-team.com,NgocHuy.Mai@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,NgocHuy.Mai@ttigroup.com.vn,"TVN568025, Mai Ngoc Huy (VN.OP-PMC)"
,10433,GOOD VIEW ASIA MANUFACTURING COMPANY LIMITED,Chi.Mai@goodviewplastics.com;David.phan@goodviewplastics.com;Huyen.nguyen@goodviewplastics.com;John.nguyen@goodviewplastics.com;Linda.Nguyen@goodviewplastics.com;Tuyen.Dam@goodviewplastics.com;ana.liu@goodviewplastics.com;avan.jiang@goodview.com.cn;chi.mai@goodviewplastics.com;david.le@goodviewplastics.com;fiona.ruan@goodviewplastics.com;hang.luong@goodviewplastics.com;henry.bui@goodviewplastics.com;jack.bui@goodviewplastics.com;mxhang@goodview.com.cn;phuong.cao@goodviewplastics.com;quy.vo@goodviewplastics.com;racy.xu@goodview.com.cn;sang.nguyen@goodviewplastics.com;sophia.bui@goodviewplastics.com;tony.mai@goodviewplastics.com;tuyen.dam@goodviewplastics.com;zhaohuiniu@goodview.com.cn;weixiaomin@goodview.com.cn;ana.liu@goodviewplastics.com;pada.wu@goodview.com.cn,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;Anh.Trinh@ttigroup.com.vn,Anh.Trinh@ttigroup.com.vn,"TVN637647, Trinh Hoang Kim Anh (VN.OP-SC-PMC)"
,12815,CINDERSON VIETNAM TECHNOLOGY COMPANY LIMITED,Alex.cao@cds.cn; sarah.yang@cds.cn; x.xie@cds.cn; julia.van@cds.cn; anne.chang@cds.cn; kathy@cds.cn; jw.mao@cds.cn; tt.he@cds.cn; chenfx.wei@cds.cn,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;HoangMinh.Phan@ttigroup.com.vn;HoangAnh.Truong@ttigroup.com.vn,HoangMinh.Phan@ttigroup.com.vn;HoangAnh.Truong@ttigroup.com.vn,"TVN547430, Phan Hoang Minh (VN.OP-PMC)"
,14089,DONG THANH VIET HAO COMPANY LIMITED,penglan272759@foxmail.com; ling18--@163.com; vothikimtuyen199323@gmail.com; liusuhong201017@foxmail.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ThuHien.Nguyen@ttigroup.com.vn,ThuHien.Nguyen@ttigroup.com.vn,"TVN637980, Nguyen Thu Hien (VN.OP-SC-PMC)"
,13553,CONG TY TNHH MAGNET JC (VIET NAM),frank@idealmagnetsolutions.com;zhangzeqing@bjmt.com.cn;liyunhua@bjmt.com.cn;itrustcorp.vn@gmail.com; xiongyanqiu@bjmt.com.cn; ruanshie@bjmt.com.cn;wangyunfei@bjmt.com.cn,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ChiQuocHung.Le@ttigroup.com.vn,ChiQuocHung.Le@ttigroup.com.vn,"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"
,12570,CONG TY TNHH CO KHI DUY KHANH,duykhanhsale3@duykhanh.com; cuongdk@duykhanh.com; lucht@duykhanh.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ThuHien.Nguyen@ttigroup.com.vn,ThuHien.Nguyen@ttigroup.com.vn,"TVN637980, Nguyen Thu Hien (VN.OP-SC-PMC)"
,14002,TOYOTAKI INDUSTRIALS JOINT STOCK COMPANY,hien.nt@toyotaki.vn; dungle@toyotaki.vn; ngaphung@toyotaki.vn; hien.bui@toyotaki.vn,NhatDoan.Nguyen@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,NhatDoan.Nguyen@ttigroup.com.vn,"TVN595846, Sol Nguyen Nhat Doan (VN.OP-PMC)"
,12746,KHP VIET NAM COMPANY LIMITED,saleskhp888@khpvietnam.com; khpvietnam01@khpvietnam.com; khpvietnam02@khpvietnam.com; congtykimhungphat888@khpvietnam.com,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,13918,KAIYANG VIETNAM NEW MATERIALS COMPANY LIMITED,Jacky.yang@kaiyangfm.com ; sale01@kaiyangviet.com; Kypmc@Kaiyangviet.com,ThienAn.Phan@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThienAn.Phan@ttigroup.com.vn,"TVN524979, Phan Thien An (VN.OP-SC)"
,14115,MAXRON (VIETNAM) TECHNOLOGY COMPANY LIMITED,pengjw@vn-maxron.com; ruanscx@vn-maxron.com; pengjw@vn-maxron.com; nixon@vn-maxron.com; chenwd@vn-maxron.com; lorry  lorry@vn-maxron.com,ThanhYen.Tran@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThanhYen.Tran@ttigroup.com.vn,"TVN172, Tran Thanh Yen - TTIVN"
,13327,SHIJIN INTELLIGENT VIETNAM LIMITED COMPANY,shijin6@shijinvn.com; shijin1@shijinvn.com; shijin.vn2023@gmail.com,ThienAn.Phan@ttigroup.com.vn;ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,ThienAn.Phan@ttigroup.com.vn,"TVN524979, Phan Thien An (VN.OP-SC)"
,13891,YIYADA VIET NAM J.S.C,lora@llqexport.com; cathy@llqexport.com; steven@llqexport.com; lean@llqexport.com; linda@llqexport.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn;ThuHien.Nguyen@ttigroup.com.vn,ThuHien.Nguyen@ttigroup.com.vn,"TVN637980, Nguyen Thu Hien (VN.OP-SC-PMC)"
,14212,HONG KONG YINDA LIMITED,jasontong@cn-yinda.com;hana.yinda@gmail.com;shipingfang@cn-yinda.com;serena.li@cn-yinda.com,ThiNguyet.Do02@ttigroup.com.vn;AnhThu.Nguyen1@ttigroup.com.vn,AnhThu.Nguyen1@ttigroup.com.vn,"TVN621316, Nguyen Anh Thu (VN.OP-SUC)"
